CaseOrder,Outage_sec_perweek,Yearly_equip_failure,InternetService,Bandwidth_GB_Year,Population,Area,Tenure
2453,6.551988,1,DSL,1046.765683,28121,Urban,4.336113
2454,8.991756,0,Fiber Optic,1122.653549,320,Urban,5.395611
2455,13.0395,0,Fiber Optic,868.2420268,1404,Suburban,2.930277
2456,11.341,0,DSL,1322.686843,5430,Suburban,5.23657
2457,11.15686,0,DSL,712.4768186,1488,Rural,1.293544
2458,14.29507,0,DSL,826.331106,428,Urban,1.76478
2459,3.464197,0,DSL,1983.907992,27454,Rural,15.4459
2460,14.68158,0,DSL,1881.485804,30873,Urban,16.56317
2461,10.67296,0,DSL,1588.984136,706,Rural,8.939477
2462,11.91227,0,DSL,1290.155524,28234,Rural,5.9717
2463,9.589426,0,Fiber Optic,2320.785912,7496,Urban,26.15019
2464,12.9317,0,DSL,2373.467756,10873,Urban,17.84058
2465,7.935518,1,None,1068.577042,14892,Urban,11.49687
2466,9.320977,1,DSL,1151.905186,742,Suburban,3.761061
2467,16.12913,1,DSL,2207.805016,763,Suburban,16.39747
2468,13.15586,2,DSL,1839.162665,23761,Rural,11.61284
2469,6.985784,2,DSL,2392.010213,1310,Urban,19.12428
2470,11.18568,1,Fiber Optic,1584.550026,197,Suburban,13.85176
2471,8.554768,0,None,1819.57724,16503,Suburban,18.8572
2472,14.26456,1,DSL,1627.959422,5028,Rural,10.08697
2473,15.88055,0,None,716.6438092,371,Suburban,1.895979
2474,12.79546,0,DSL,1066.183659,54023,Rural,2.446064
2475,9.731762,0,DSL,1030.224777,2709,Rural,2.464275
2476,15.21575,0,Fiber Optic,1661.346466,212,Rural,14.80349
2477,9.63933,2,None,1058.595152,33875,Urban,8.040278
2478,9.164653,0,Fiber Optic,792.1819969,1168,Rural,6.453124
2479,12.49263,0,Fiber Optic,2083.650225,3347,Rural,20.13722
2480,9.779093,0,Fiber Optic,1002.004764,172,Suburban,4.355677
2481,14.54789,1,DSL,2062.862632,82,Rural,16.04377
2482,13.01594,1,None,950.7941169,332,Suburban,7.42363
2483,11.04209,1,DSL,2497.717707,2056,Suburban,20.87424
2484,7.405469,0,Fiber Optic,1572.076515,519,Urban,14.44636
2485,10.66838,0,DSL,1462.964796,1903,Urban,9.000396
2486,12.3917,0,DSL,1457.580613,598,Suburban,7.194779
2487,9.380891,1,DSL,899.976724,34639,Rural,2.919931
2488,16.19038,0,DSL,1966.201755,2701,Urban,12.86551
2489,18.44059,1,Fiber Optic,2596.374524,19578,Rural,18.8098
2490,8.669476,0,DSL,2223.458561,899,Rural,15.92001
2491,9.237382,0,None,1131.789188,199,Urban,4.85088
2492,10.91998,0,Fiber Optic,602.6894614,2308,Suburban,4.847411
2493,10.99018,0,Fiber Optic,929.5655793,8489,Suburban,2.758575
2494,7.095061,0,DSL,1123.647592,1544,Suburban,6.116652
2495,9.490979,0,Fiber Optic,589.6405069,4201,Suburban,1.757261
2496,6.548344,1,DSL,2329.543371,1264,Rural,16.87028
2497,7.891279,0,Fiber Optic,1742.811202,502,Suburban,16.66123
2498,10.58295,0,DSL,2007.430866,682,Suburban,12.61471
2499,7.787876,0,Fiber Optic,750.9484926,1129,Suburban,5.714937
2500,13.14319,0,DSL,1224.80823,1276,Rural,2.301772
2501,13.36184,1,Fiber Optic,459.9710645,18141,Rural,3.627104
2502,6.478653,0,DSL,1610.027119,230,Rural,12.00909
2503,14.06909,0,Fiber Optic,2391.497324,1583,Urban,24.14282
2504,7.832718,1,Fiber Optic,1811.777309,845,Suburban,19.14656
2505,9.183616,1,Fiber Optic,2113.691713,841,Rural,22.14611
2506,13.88216,0,Fiber Optic,936.2693881,30141,Suburban,5.585004
2507,10.63565,0,Fiber Optic,1204.76304,3033,Suburban,8.940085
2508,11.35287,1,DSL,2296.853164,338,Urban,17.82124
2509,2.094319,0,DSL,2859.041314,12407,Rural,27.4563
2510,10.42305,0,Fiber Optic,1123.252119,24785,Urban,8.522053
2511,9.83124,0,Fiber Optic,834.8359967,1026,Urban,8.386909
2512,8.183544,0,Fiber Optic,1256.923905,1757,Urban,10.52249
2513,4.649681,0,DSL,1700.500703,6922,Urban,9.836216
2514,9.447787,0,DSL,1864.932987,159,Suburban,10.85169
2515,8.834633,0,Fiber Optic,1367.523632,346,Rural,8.973181
2516,12.70547,0,Fiber Optic,1507.684892,54023,Rural,14.04801
2517,7.499758,0,Fiber Optic,1663.204506,6694,Urban,14.17599
2518,4.280086,0,DSL,1687.301468,354,Urban,8.619877
2519,6.965079,1,DSL,2281.632997,865,Urban,17.91527
2520,11.16639,1,None,1115.211468,1691,Rural,8.113307
2521,13.54662,2,DSL,2267.526558,3216,Rural,12.52502
2522,10.34504,0,DSL,1547.513225,579,Urban,9.303687
2523,8.80007,0,DSL,808.7858345,2931,Urban,3.840589
2524,13.25797,0,None,1045.919275,767,Urban,5.142628
2525,14.10578,1,Fiber Optic,864.371328,24447,Urban,2.067128
2526,12.38127,1,Fiber Optic,1811.884356,4879,Urban,18.96848
2527,12.51035,0,Fiber Optic,662.5967184,6197,Rural,2.589165
2528,11.05354,0,Fiber Optic,254.7465501,4981,Urban,2.362663
2529,8.263688,0,Fiber Optic,1036.098256,548,Rural,5.585807
2530,7.603034,2,DSL,2062.922234,1719,Urban,16.81789
2531,7.062036,0,DSL,2600.878739,535,Urban,18.529
2532,6.529096,0,None,1765.073078,3845,Rural,14.39213
2533,12.72846,1,Fiber Optic,1498.783318,4649,Suburban,8.457034
2534,13.85374,2,None,804.9040342,3118,Suburban,9.24589
2535,8.067406,1,DSL,950.4411542,2301,Urban,1.413033
2536,8.889321,2,Fiber Optic,587.7258611,4832,Suburban,3.680185
2537,7.255194,0,Fiber Optic,1559.752741,39850,Urban,16.82081
2538,5.6162,2,Fiber Optic,570.4516207,32572,Urban,1.025579
2539,9.842896,0,None,1406.070492,364,Rural,15.02441
2540,12.15458,0,Fiber Optic,485.4228279,23474,Rural,2.440244
2541,8.978709,0,DSL,1280.53691,1401,Urban,7.409027
2542,5.071108,0,DSL,1025.253482,684,Rural,3.148665
2543,11.98305,1,Fiber Optic,2913.842578,6275,Urban,29.62966
2544,8.552086,0,Fiber Optic,991.6890153,10605,Rural,4.044209
2545,12.96774,0,Fiber Optic,2227.799509,2089,Suburban,22.73656
2546,6.252401,0,DSL,945.7273128,7552,Rural,2.917886
2547,5.707982,0,Fiber Optic,1655.992508,94,Rural,13.08213
2548,8.613955,0,None,981.3822842,2328,Urban,1.740144
2549,12.67157,0,Fiber Optic,1398.131991,3079,Rural,9.470798
2550,10.45992,1,Fiber Optic,373.1383878,14918,Rural,2.476217
2551,6.847776,0,None,1284.333326,1565,Suburban,9.05316
2552,13.93304,1,None,1364.293464,467,Suburban,10.86199
2553,10.94745,0,DSL,1654.594921,8189,Rural,7.990345
2554,11.40109,0,Fiber Optic,676.2344842,3810,Urban,1.500126
2555,9.241887,0,None,1153.214047,6123,Suburban,6.732509
2556,6.726035,0,None,837.2614393,14673,Suburban,1.442102
2557,7.683895,1,Fiber Optic,1246.67277,35,Urban,10.89683
2558,10.45012,1,DSL,1364.959051,158,Rural,10.69505
2559,13.56355,0,DSL,1606.823213,771,Urban,6.905862
2560,10.59909,0,None,2343.988024,12338,Urban,22.31932
2561,7.353978,0,DSL,1108.077901,13410,Suburban,4.984918
2562,8.738173,0,None,1307.834074,1316,Suburban,10.45497
2563,6.923674,0,Fiber Optic,1907.20649,764,Urban,18.81683
2564,10.66687,0,Fiber Optic,1686.417922,227,Urban,18.01018
2565,2.820841,0,DSL,1501.093332,120,Urban,5.014012
2566,9.040639,0,None,954.2700173,7955,Urban,9.817033
2567,6.754503,0,Fiber Optic,1170.676993,4204,Suburban,7.437784
2568,8.249498,0,Fiber Optic,436.2297665,900,Rural,1.280324
2569,15.8001,0,DSL,1965.462483,1121,Suburban,13.43811
2570,9.956429,0,Fiber Optic,494.8412692,16398,Suburban,3.765838
2571,11.10537,0,DSL,1636.48816,35102,Rural,12.50419
2572,18.77915,1,Fiber Optic,528.989098,8093,Rural,1.798433
2573,11.2971,1,Fiber Optic,961.4048126,37,Urban,7.35817
2574,7.526996,1,Fiber Optic,720.6519058,2172,Urban,7.744129
2575,11.71667,0,None,1820.926895,24163,Urban,16.79677
2576,8.063233,1,Fiber Optic,530.0519539,4180,Rural,1.311693
2577,10.06942,1,DSL,1466.444336,13222,Suburban,6.960522
2578,8.417611,0,Fiber Optic,1288.15613,21314,Suburban,5.525134
2579,7.655763,1,DSL,1815.26546,36986,Rural,10.29048
2580,8.578558,0,DSL,2206.253895,14524,Suburban,18.32904
2581,9.044468,0,DSL,917.029715,38865,Urban,1.794202
2582,10.84353,0,DSL,2095.926619,964,Rural,16.38978
2583,12.23081,0,Fiber Optic,2231.25397,19855,Rural,22.34478
2584,10.35484,0,Fiber Optic,1524.881001,56308,Urban,12.91538
2585,11.74908,0,DSL,1929.992785,2309,Urban,11.59627
2586,12.38931,0,Fiber Optic,1508.478673,871,Suburban,15.2121
2587,8.884262,0,Fiber Optic,1117.284921,3417,Rural,3.771607
2588,6.304689,0,Fiber Optic,1381.77131,1175,Urban,11.64744
2589,12.82818,0,Fiber Optic,2354.102724,1970,Urban,25.72493
2590,10.42511,0,Fiber Optic,722.2139832,1024,Rural,1.393262
2591,12.17307,0,DSL,1619.686288,782,Suburban,12.173
2592,9.308406,1,DSL,1342.337702,445,Urban,8.909806
2593,10.82274,0,Fiber Optic,874.0562063,15226,Suburban,10.48608
2594,13.03399,0,DSL,2203.565459,7611,Urban,19.26465
2595,14.64439,1,None,986.8685971,841,Suburban,6.24751
2596,11.06501,0,None,1031.540479,67,Urban,9.063713
2597,9.811647,0,None,1183.503581,14018,Urban,10.02603
2598,13.91858,1,DSL,3068.956506,475,Rural,28.22989
2599,9.650519,2,DSL,1326.411799,24,Suburban,7.617535
2600,13.58247,0,Fiber Optic,2005.474189,2580,Rural,20.58561
2601,6.136428,0,DSL,1827.076857,1283,Rural,12.359
2602,9.656318,0,None,923.1400229,2625,Rural,8.437873
2603,14.27424,0,DSL,2099.82555,107,Suburban,14.01692
2604,7.942358,1,Fiber Optic,460.5286853,417,Urban,1.506136
2605,9.749545,0,DSL,1589.753327,4979,Rural,5.457127
2606,11.26128,0,Fiber Optic,296.0266799,5295,Urban,4.148103
2607,8.650145,0,Fiber Optic,1362.782508,612,Urban,8.867664
2608,10.96431,0,DSL,1292.032339,8618,Rural,6.663036
2609,9.906298,0,DSL,673.250968,10980,Rural,1.563383
2610,9.513517,1,Fiber Optic,1947.058707,12237,Suburban,13.75426
2611,8.846501,0,DSL,1136.589804,9145,Suburban,2.367066
2612,4.791388,0,Fiber Optic,530.0667964,62429,Suburban,2.333094
2613,5.549034,1,Fiber Optic,1439.925812,39227,Suburban,14.86158
2614,8.776267,1,None,736.3553892,5,Rural,1.768753
2615,7.89302,2,None,1863.348549,1116,Urban,18.25291
2616,8.355446,0,None,476.7850753,22275,Suburban,1.275948
2617,6.322552,0,Fiber Optic,3119.385384,274,Suburban,29.95876
2618,9.916894,0,DSL,861.7738077,19546,Urban,2.073632
2619,10.1125,0,DSL,1584.241573,224,Rural,10.49402
2620,10.02298,0,DSL,1756.610979,27224,Suburban,6.368504
2621,10.53533,0,None,924.1809843,2625,Rural,7.674186
2622,8.848665,0,DSL,2080.564441,2032,Urban,16.75789
2623,8.568261,0,None,1208.504726,1034,Suburban,8.473966
2624,10.79675,0,None,3042.656083,508,Suburban,30.82191
2625,11.70586,1,Fiber Optic,935.4475784,2539,Rural,7.8432
2626,4.254491,1,Fiber Optic,798.0189824,26902,Suburban,8.03514
2627,10.76274,1,None,822.9997439,37375,Suburban,5.150963
2628,9.720452,1,Fiber Optic,2765.521967,2131,Rural,24.2732
2629,7.590769,1,Fiber Optic,1461.269401,2122,Suburban,9.38517
2630,10.997,1,Fiber Optic,1438.002278,2684,Rural,13.81972
2631,8.401275,0,None,680.4074741,3182,Suburban,1.37258
2632,13.42037,0,Fiber Optic,464.4350832,11885,Rural,1.84687
2633,9.466427,0,Fiber Optic,1483.466725,1485,Urban,12.23147
2634,13.4046,1,None,831.986868,1114,Suburban,6.554584
2635,10.47559,0,None,650.0225046,281,Rural,2.599617
2636,10.7882,0,DSL,965.4344564,31148,Urban,2.827378
2637,9.545723,0,DSL,2275.291432,217,Rural,16.12971
2638,12.06193,0,DSL,2593.650846,8368,Rural,23.9038
2639,11.88241,1,Fiber Optic,428.5644943,7379,Suburban,1.73409
2640,16.08459,2,Fiber Optic,1759.464436,98,Urban,17.45182
2641,9.438856,0,DSL,1134.14173,7351,Rural,3.82548
2642,10.33351,0,None,1236.291583,3231,Suburban,10.00949
2643,8.983351,1,DSL,2126.056803,456,Suburban,15.81095
2644,10.7808,0,Fiber Optic,1024.131285,777,Suburban,4.310974
2645,12.11645,0,Fiber Optic,336.3711095,1001,Suburban,1.200106
2646,8.997143,0,Fiber Optic,758.9886777,5981,Suburban,1.99818
2647,6.530306,1,Fiber Optic,1688.294747,32801,Rural,16.93745
2648,9.976783,0,Fiber Optic,1761.265371,8867,Urban,13.05373
2649,10.54543,1,Fiber Optic,793.8062657,2226,Urban,3.533323
2650,11.6043,0,Fiber Optic,2020.896358,2139,Rural,16.93329
2651,9.824765,1,Fiber Optic,296.7260391,9996,Suburban,2.888303
2652,11.79632,0,None,862.6906733,647,Urban,6.307859
2653,6.914264,0,DSL,1003.080929,39,Rural,4.812563
2654,12.06529,0,Fiber Optic,2646.099689,1332,Urban,25.10781
2655,11.13605,0,DSL,1525.81124,25445,Suburban,10.32034
2656,13.31371,0,DSL,2536.53749,8549,Urban,16.7433
2657,12.83511,1,Fiber Optic,1225.184798,2192,Urban,6.652608
2658,10.19664,1,Fiber Optic,877.2126863,2879,Suburban,6.7064
2659,13.31326,0,DSL,2058.120961,7999,Suburban,11.96096
2660,9.072518,0,Fiber Optic,1063.793472,17086,Urban,7.900866
2661,6.015014,0,Fiber Optic,707.2606071,23867,Rural,4.245295
2662,4.641244,1,None,1421.06817,17148,Rural,10.0496
2663,8.943512,3,DSL,1715.911701,24,Rural,11.46674
2664,12.25739,0,None,834.0925038,3368,Urban,4.469398
2665,13.77913,0,Fiber Optic,1272.863604,16459,Rural,10.59491
2666,7.328353,1,None,1092.512913,148,Rural,2.82818
2667,15.12772,0,None,1200.461726,6402,Rural,6.71156
2668,14.32552,0,DSL,1069.18746,414,Suburban,5.25157
2669,9.181711,0,Fiber Optic,1800.326325,12407,Suburban,16.4299
2670,11.58885,0,DSL,1725.323883,8483,Urban,7.896371
2671,11.80835,0,None,1516.686884,702,Rural,15.06815
2672,9.235801,0,Fiber Optic,924.6142337,6891,Suburban,3.700985
2673,12.03055,1,DSL,2082.052634,218,Suburban,17.26451
2674,7.701754,0,DSL,2329.310551,10818,Suburban,16.5852
2675,11.13448,0,Fiber Optic,1341.508482,727,Rural,10.81514
2676,12.99114,1,Fiber Optic,967.8404944,5587,Suburban,4.617824
2677,11.55503,0,None,492.0307787,6210,Suburban,2.237975
2678,10.26872,0,Fiber Optic,1289.426725,2243,Rural,12.14453
2679,5.547264,2,DSL,2609.91314,778,Urban,23.86996
2680,12.33937,1,None,968.8124201,8759,Rural,7.495281
2681,9.360451,2,Fiber Optic,964.5339675,1833,Suburban,8.756923
2682,5.272185,0,DSL,1406.140722,34791,Rural,5.874949
2683,12.18282,0,DSL,1495.619695,2371,Rural,7.238006
2684,10.68361,0,None,1034.133433,1509,Urban,5.449246
2685,7.043901,0,DSL,1108.726166,822,Rural,5.614074
2686,4.652367,0,Fiber Optic,761.9139877,4869,Suburban,4.534721
2687,11.83935,1,None,1686.732783,12695,Rural,10.06395
2688,16.16998,0,Fiber Optic,2047.373281,34,Suburban,22.12945
2689,9.097873,0,None,1244.129071,6917,Rural,15.51392
2690,12.41174,1,DSL,1395.575443,5060,Suburban,4.526424
2691,11.64528,1,Fiber Optic,981.2775952,18465,Urban,6.183692
2692,8.721081,0,Fiber Optic,2074.948906,3104,Urban,17.27999
2693,15.35399,0,Fiber Optic,601.2192303,49344,Urban,3.628867
2694,12.20093,0,Fiber Optic,532.1499344,19151,Urban,4.888977
2695,5.566881,0,None,542.7248776,3650,Rural,4.431604
2696,15.31929,0,Fiber Optic,1133.808688,40005,Rural,8.377189
2697,10.2098,1,DSL,2540.062525,6608,Rural,21.09953
2698,8.659247,0,Fiber Optic,714.7114049,9679,Suburban,1.989684
2699,12.84399,0,DSL,2258.203171,19039,Suburban,17.55759
2700,10.19629,1,Fiber Optic,1119.402193,10450,Rural,10.55294
2701,14.47447,1,None,1214.354546,19649,Rural,8.436679
2702,9.289829,0,Fiber Optic,1429.845787,46589,Rural,15.2198
2703,10.00097,0,Fiber Optic,1150.114958,17879,Rural,9.436909
2704,17.44685,0,Fiber Optic,1544.180199,2277,Suburban,13.50244
2705,10.81239,1,DSL,944.8425929,1141,Urban,1.717359
2706,4.06556,1,Fiber Optic,518.7305953,7362,Suburban,2.199825
2707,8.92923,1,DSL,617.6429974,77,Urban,1.387769
2708,11.30999,0,None,1581.59431,6282,Suburban,10.39542
2709,10.98554,0,None,1146.502548,337,Rural,9.026366
2710,10.44775,1,None,155.5067148,692,Suburban,1.500082
2711,6.654657,0,Fiber Optic,1021.747631,7186,Rural,4.243723
2712,10.27957,0,None,374.332233,25792,Urban,1.736879
2714,6.652103,0,DSL,1667.732624,40,Suburban,9.328119
2715,14.62764,1,None,2047.681612,87,Suburban,17.98715
2716,9.653367,0,Fiber Optic,2790.931185,44249,Urban,25.68869
2717,12.1002,0,Fiber Optic,1620.352713,1442,Rural,16.21818
2718,12.48083,0,None,1193.771492,3881,Rural,9.499599
2719,8.90737,0,Fiber Optic,730.8534585,16649,Rural,1.13143
2720,11.38017,0,None,1176.899402,47974,Suburban,6.472433
2721,7.131124,0,DSL,1076.138741,1656,Urban,3.155929
2722,12.94698,0,Fiber Optic,868.8224639,1538,Rural,11.88503
2723,9.31691,0,None,977.9373731,3141,Urban,4.448953
2724,12.33102,0,Fiber Optic,1245.735579,5931,Urban,8.962034
2725,9.532535,0,None,1042.042108,3256,Rural,1.796113
2726,8.855708,0,Fiber Optic,438.8374341,18213,Suburban,2.972634
2727,11.92649,1,DSL,2017.913692,1980,Suburban,10.22422
2728,5.942798,0,DSL,1197.872957,1488,Rural,7.650642
2729,7.427575,0,Fiber Optic,922.2317794,1319,Suburban,2.945436
2730,9.093452,2,None,723.6126048,4918,Urban,5.294527
2731,13.64111,0,None,909.0225293,10692,Urban,6.128314
2732,11.86197,0,None,839.1770355,266,Suburban,4.213099
2733,8.884712,1,Fiber Optic,1262.191241,12404,Urban,11.16116
2734,7.88571,1,DSL,2884.562817,152,Suburban,23.22012
2735,13.20709,0,Fiber Optic,1438.080654,10821,Urban,13.81356
2736,10.3891,0,None,807.0176026,190,Urban,7.923777
2737,6.228557,0,Fiber Optic,818.8755109,41454,Rural,1.992273
2738,11.28384,0,Fiber Optic,1738.296024,40828,Rural,14.60084
2739,5.371834,0,Fiber Optic,1107.738951,7885,Suburban,6.512117
2740,6.185,0,Fiber Optic,1696.96925,4004,Rural,16.15139
2741,10.10886,1,None,825.6485531,200,Suburban,8.257765
2742,5.269672,0,DSL,1087.358783,1406,Suburban,7.193929
2743,12.15104,1,Fiber Optic,1322.914498,23029,Suburban,8.527084
2744,6.162241,0,Fiber Optic,1318.102379,16350,Suburban,11.84082
2745,9.217962,0,Fiber Optic,998.0643375,117,Rural,3.660516
2746,12.10772,0,DSL,1718.405985,3519,Urban,12.22942
2747,11.78093,0,Fiber Optic,1836.91871,141,Urban,16.57284
2748,8.227196,1,None,2083.424243,17923,Urban,15.80736
2749,5.57327,1,Fiber Optic,1332.732935,3988,Urban,8.295192
2750,3.27964,0,Fiber Optic,1636.428296,1419,Urban,11.38275
2751,3.059459,0,Fiber Optic,1158.10468,748,Suburban,6.780515
2752,9.367555,1,Fiber Optic,1169.714886,182,Rural,8.27839
2753,14.48109,0,Fiber Optic,1369.012136,49019,Suburban,9.151288
2754,12.01958,0,Fiber Optic,387.3140839,4634,Rural,1.835564
2755,12.7185,0,DSL,1810.906541,1831,Rural,10.44767
2756,6.796318,0,DSL,1425.150573,672,Urban,8.612474
2757,5.737969,1,Fiber Optic,631.6069096,4993,Suburban,3.122125
2758,7.618887,0,DSL,1601.994832,3275,Suburban,10.49269
2759,11.26555,0,Fiber Optic,895.0975786,674,Urban,5.679237
2760,9.505342,1,Fiber Optic,223.4765826,7900,Urban,1.050155
2761,8.304309,1,Fiber Optic,1221.300132,4134,Suburban,10.68972
2762,4.823366,0,Fiber Optic,731.2638925,4709,Urban,2.210399
2763,12.01856,1,None,2150.497966,5831,Rural,18.2103
2764,10.67666,0,DSL,1732.048832,52454,Suburban,13.09427
2765,8.343598,1,Fiber Optic,540.3210772,1554,Urban,1.201025
2766,8.630403,1,Fiber Optic,904.6029537,13,Rural,6.246939
2767,10.3229,1,Fiber Optic,649.075085,10218,Rural,4.600047
2768,4.509935,0,Fiber Optic,1204.289565,4807,Rural,9.30555
2769,5.959998,0,None,2274.334534,3895,Urban,18.55263
2770,10.90456,0,DSL,1711.957507,563,Urban,13.12228
2771,11.44963,0,DSL,1287.261282,12453,Rural,10.51089
2772,11.17062,1,DSL,1813.141473,1478,Rural,12.81579
2773,7.365589,0,Fiber Optic,1326.083123,16882,Urban,11.16354
2774,11.35748,0,DSL,2037.009094,398,Urban,12.01983
2775,9.635516,0,Fiber Optic,663.9805561,1702,Rural,6.021823
2776,13.45991,0,DSL,2615.909854,151,Suburban,23.99384
2777,9.79011,0,DSL,1598.041286,1131,Rural,8.100668
2778,9.22053,1,DSL,2030.890872,8112,Rural,18.47356
2779,8.63279,2,None,1595.672481,973,Suburban,14.62117
2780,11.48109,0,None,1461.63528,2739,Rural,12.95415
2781,9.850349,1,None,452.390983,803,Rural,3.588245
2782,6.257899,1,Fiber Optic,1594.517874,4906,Rural,14.36866
2783,10.45045,0,DSL,1165.890091,2119,Urban,6.30655
2784,9.21677,0,None,2087.462333,114,Rural,18.94429
2785,10.30116,0,Fiber Optic,733.0960018,149,Urban,3.474901
2786,11.91801,1,Fiber Optic,694.2731917,28596,Urban,3.341126
2787,9.662081,1,DSL,1290.636519,1193,Urban,4.761845
2788,7.154983,0,DSL,2166.207365,497,Urban,20.22924
2789,8.73353,1,None,655.1704765,916,Rural,6.487048
2790,4.984535,2,None,1989.74777,942,Rural,20.32585
2791,9.818035,0,DSL,1795.595369,9111,Urban,12.24637
2792,7.290001,0,Fiber Optic,2210.449566,610,Suburban,14.63647
2793,12.22851,1,Fiber Optic,673.8697136,6818,Rural,4.833414
2794,11.64795,0,Fiber Optic,602.0049206,359,Rural,5.705638
2795,10.37839,0,Fiber Optic,1357.88248,22201,Rural,12.55315
2796,7.319997,0,None,380.7812664,1345,Suburban,1.059865
2797,9.457995,1,DSL,1838.415776,131,Urban,13.47613
2798,12.55328,0,None,991.6943982,183,Urban,9.887746
2799,15.71715,0,DSL,1313.391104,7,Rural,6.853152
2800,4.945596,1,Fiber Optic,1018.286618,648,Rural,2.213342
2801,10.5802,0,DSL,1069.152457,34305,Urban,5.954975
2802,10.42441,0,None,921.8193418,198,Rural,8.316193
2803,12.10189,0,Fiber Optic,1387.096942,7415,Urban,8.081086
2804,14.08029,0,DSL,1481.311788,302,Suburban,5.000016
2805,10.35591,2,DSL,1376.444987,1871,Urban,3.469341
2806,12.47126,1,Fiber Optic,1215.186143,10911,Urban,7.874579
2807,12.24189,0,Fiber Optic,1131.849487,33960,Rural,11.70115
2808,13.15573,0,DSL,993.4525617,393,Suburban,3.890319
2809,10.15032,0,None,1404.351494,11342,Urban,14.7867
2810,8.528837,0,None,1283.330518,217,Suburban,11.71559
2811,11.6262,0,Fiber Optic,1186.556596,21572,Rural,4.995373
2812,10.25116,0,Fiber Optic,1325.414246,14318,Rural,11.56278
2813,8.383382,0,Fiber Optic,1864.692477,24780,Suburban,18.7404
2814,4.742341,0,None,1078.756333,14687,Rural,8.479465
2815,11.57381,0,None,1501.37548,4350,Rural,13.03957
2816,9.92207,1,None,945.3922235,937,Suburban,4.99913
2817,13.42022,2,None,702.1831409,302,Rural,2.108436
2818,11.02021,0,Fiber Optic,458.1425479,145,Urban,4.848049
2819,9.610448,3,Fiber Optic,1271.791514,77,Rural,14.06379
2820,12.5508,1,None,1829.634417,3739,Rural,12.67943
2821,9.074415,0,DSL,1977.058574,338,Rural,11.2075
2822,2.874643,0,Fiber Optic,1152.27854,3620,Rural,7.837878
2823,6.80751,0,Fiber Optic,1057.31768,25607,Suburban,4.845811
2824,4.628556,1,None,670.3465702,4406,Suburban,3.852241
2825,12.97945,0,Fiber Optic,1538.887965,5264,Rural,11.55831
2826,9.108418,0,DSL,1322.429941,24,Rural,5.389466
2827,12.52668,1,Fiber Optic,1167.924948,3417,Suburban,10.93329
2828,12.84461,1,Fiber Optic,1380.765825,46545,Rural,8.259716
2829,6.597598,0,Fiber Optic,675.3184526,8488,Suburban,3.157767
2830,14.413,0,None,472.1439723,15521,Rural,2.185047
2832,11.05648,1,None,962.301603,2007,Rural,10.75614
2833,7.831413,0,Fiber Optic,1593.966861,3525,Rural,14.37481
2834,8.758616,2,Fiber Optic,885.0263451,8225,Urban,5.447689
2835,2.463144,1,Fiber Optic,1418.813901,11371,Suburban,12.29962
2836,9.329583,0,Fiber Optic,1185.107111,1132,Rural,12.57563
